gene,Deng:KeloidC3_MFB_vs_NSfib,Direder:Keloid_vs_Healthy,Direder:Keloid_vs_NormalScar,Direder:NormalScar_vs_Healthy,Wound:D7_vs_Skin,Wound:D30_vs_Skin,Wound:D7_FBI_vs_Skin
AP002439.1,0.0,,,,,,
AP002444.1,0.0,,,,,,
AP002449.1,-19.735554,,,,,,
AP002478.1,-17.502913,,,,,,
AP002490.1,1.0626885,,,,,,
AP002495.2,0.4096969,,,22.834223,,,
AP002498.1,0.0,,,,,,
AP002505.1,0.0,,,,,,
AP002512.3,0.0,,,,,,
AP002518.1,-1.7402709,,,,,,
AP002518.2,0.0,,,,,,
AP002748.1,0.0,,,,,,
AP002748.3,-0.26984677,,,22.802174,,,
AP002748.4,0.0,,,,,,
AP002754.1,0.0,,,,,,
AP002754.2,0.0,,,,,,
AP002759.1,0.0,,,,,,
AP002761.1,0.0,,,,,,
AP002761.2,-16.666746,,,,,,
AP002761.3,0.7481161,,,,,,
AP002765.1,0.0,,,,,,
AP002768.1,0.0,,,,,,
AP002770.1,0.0,,,,,,
AP002784.1,-18.315355,,,,,,
AP002802.1,0.0,,,,,,
AP002807.1,-0.20583755,,,,,,
AP002812.2,0.0,,,,,,
AP002812.3,-17.159784,,,,,,
AP002812.5,-18.687693,,,,,,
AP002833.1,0.0,,,,,,
AP002833.2,0.0,,,,,,
AP002840.1,0.0,,,,,,
AP002852.1,1.0634148,,,,,,
AP002856.1,0.0,,,,,,
AP002856.2,0.0,,,,,,
AP002856.3,0.0,,,,,,
AP002856.4,0.0,,,,,,
AP002884.1,-1.0485814,5.307653,,6.148238,,,
AP002884.2,0.0,,,,,,
AP002884.3,0.499321,,,,,,
AP002884.4,0.73943496,,,,,,
AP002892.1,0.0,,,,,,
AP002892.2,0.0,,,,,,
AP002893.1,0.0,,,,,,
AP002907.1,1.4369818,,,,,,
AP002954.1,-1.4963297,,,,,,
AP002957.1,-19.270933,,,,,,
AP002986.1,-18.118525,,,,,,
AP002989.1,0.0,,,,,,
AP002990.1,1.3379887,,,,,,
AP002991.1,0.0,,,,,,
AP002992.1,-19.602753,,,,,,
AP002993.1,0.0,,,,,,
AP003025.1,0.0,,,,,,
AP003025.2,0.0,,,,,,
AP003027.1,0.0,,,,,,
AP003028.1,0.0,,,,,,
AP003031.1,0.0,,,,,,
AP003031.2,-18.959045,,,,,,
AP003032.1,-16.4288,,,,,,
AP003032.2,0.0,,,,,,
AP003043.1,0.0,,,,,,
AP003049.2,0.0,,,,,,
AP003059.1,1.1131809,,,,,,
AP003059.2,0.0,,,,,,
AP003062.1,-0.8892911,,,,,,
AP003063.1,0.0,,,,,,
AP003063.2,0.0,,,,,,
AP003064.1,0.0,,,,,,
AP003064.2,0.0,,,,,,
AP003065.1,0.0,,,,,,
AP003066.1,0.0,,,,,,
AP003068.1,0.7181573,,,,,,
AP003068.2,-0.58611286,,,,,,
AP003068.3,0.0,,,,,,
AP003071.1,-16.36029,,,,,,
AP003071.2,-16.371399,,,,,,
AP003071.3,0.0,,,,,,
AP003071.5,0.0,,,,,,
AP003086.1,0.43344697,,,,,,
AP003086.2,0.0,,,,,,
AP003086.3,0.0,,,,,,
AP003096.1,0.0,,,,,,
AP003097.2,0.0,,,,,,
AP003100.1,0.0,,,,,,
AP003108.1,0.0,,,,,,
AP003108.2,-0.020314122,,,,,,
AP003110.1,0.0,,,,,,
AP003115.1,0.0,,,,,,
AP003117.2,0.0,,,,,,
AP003119.1,0.0,,,,,,
AP003119.2,-0.2782114,,,,,,
AP003121.1,0.0,,,,,,
AP003122.2,0.0,,,,,,
AP003123.1,1.5286835,,,,,,
AP003128.1,-16.102036,,,,,,
AP003170.3,0.0,,,,,,
AP003170.4,18.41414,,,,,,
AP003171.1,0.0,,,,,,
AP003171.3,0.0,,,,,,
AP003174.1,0.0,,,,,,
AP003174.2,0.0,,,,,,
AP003181.1,0.0,,,,,,
AP003306.1,0.0,,,,,,
AP003306.2,-1.8571106,,,,,,
AP003351.1,4.387264,,,,,,
AP003352.1,1.3945509,,,,,,
AP003354.1,-18.056543,,,,,,
AP003354.2,2.124298,,,,,,
AP003355.2,1.6543744,,,,,,
AP003385.3,-16.078094,,,,,,
AP003386.1,0.0,,,,,,
AP003390.1,0.0,,,,,,
AP003390.2,0.0,,,,,,
AP003392.1,17.931717,,,,,,
AP003392.3,1.3001678,,,,,,
AP003392.4,-0.1915312,,,,,,
AP003392.5,0.34922752,,,,,,
AP003392.6,-0.27782682,,,,,,
AP003393.1,-18.574533,,,,,,
AP003396.1,0.0,,,,,,
AP003396.3,0.0,,,,,,
AP003397.1,0.0,,,,,,
AP003400.1,-17.137535,,,,,,
AP003419.1,0.0,,,,,,
AP003419.2,0.37593216,,,,,,
AP003419.3,-20.347595,,,,,,
AP003438.1,0.0,,,,,,
AP003465.1,0.6766401,,,,,,
AP003465.2,0.0,,,,,,
AP003467.1,0.0,,,,,,
AP003469.2,-16.89028,,,,,,
AP003469.3,0.0,,,,,,
AP003469.4,0.87994397,,,,,,
AP003472.1,18.934072,,,,,,
AP003472.2,0.0,,,,,,
AP003481.1,18.586092,,,,,,
AP003486.1,0.41429263,,,,,,
AP003498.1,-16.760588,,,,,,
AP003500.1,0.0,,,,,,
AP003500.2,0.0,,,,,,
AP003501.1,0.0,,,,,,
AP003501.2,-17.493896,,,,,,
AP003548.1,18.047459,,,,,,
AP003550.1,0.0,,,,,,
AP003555.1,0.0,,,,,,
AP003555.2,-0.09421444,,,,,,
AP003555.3,0.0,,,,,,
AP003557.1,0.0,,,,,,
AP003559.1,2.3748174,,,,,,
AP003680.1,-1.5253037,,,,,,
AP003692.1,0.0,,,,,,
AP003696.1,-0.076365806,,,,,,
AP003715.1,0.0,,,,,,
AP003716.1,-20.593306,,,,,,
AP003717.1,0.0,,,,,,
AP003718.1,0.0,,,,,,
AP003721.1,-18.186623,,,,,,
AP003721.2,0.0,,,,,,
AP003721.3,-17.751108,,,,,,
AP003721.4,-0.84542304,,,,,,
AP003730.2,0.0,,,,,,
AP003733.3,-18.339691,,,,,,
AP003774.1,-16.287165,,,,,,
AP003774.2,0.0,,,,,,
AP003774.3,0.0,,,,,,
AP003774.4,-16.342003,,,,,,
AP003781.1,0.0,,,,,,
AP003785.1,0.0,,,,,,
AP003900.1,0.0,,,,,,
AP003969.1,0.0,,,,,,
AP003973.2,1.1723747,,,,,,
AP004147.1,-16.086643,,,,,,
AP004247.2,0.0,,,,,,
AP004550.1,0.0,,,,,,
AP004609.1,-0.7512498,,,,,,
AP004609.3,0.41177228,,,,,,
AP005019.1,20.496574,,,,,,
AP005057.1,0.0,,,,,,
AP005059.1,-16.29976,,,,,,
AP005059.2,0.0,,,,,,
AP005062.1,0.0,,,,,,
AP005120.1,-17.138945,,,,,,
AP005121.1,0.0,,,,,,
AP005121.2,-17.317425,,,,,,
AP005131.1,0.0,,,,,,
AP005131.2,0.0,,,,,,
AP005131.3,0.0,,,,,,
AP005131.5,0.0,,,,,,
AP005135.1,0.0,,,,,,
AP005137.1,0.0,,,,,,
AP005137.2,18.089474,,,,,,
AP005202.2,0.0,,,,,,
AP005203.1,0.0,,,,,,
AP005205.1,0.0,,,,,,
AP005205.2,3.68091,,,,,,
AP005209.1,-17.827824,,,,,,
AP005210.1,0.0,,,,,,
AP005229.1,21.485533,,,,,,
AP005229.2,21.552128,,,,,,
AP005230.1,-15.946653,,,,,,
AP005233.1,18.168863,,,,,,
AP005233.2,0.0,,,,,,
AP005242.1,-16.966473,,,,,,
AP005242.3,0.0,,,,,,
AP005264.1,0.0,,,,,,
AP005264.3,0.0,,,,,,
AP005264.4,0.0,,,,,,
AP005271.1,-20.72233,,,,,,
AP005273.1,19.019331,,,,,,
AP005328.1,-16.922987,,,,,,
AP005328.2,0.0,,,,,,
AP005329.1,-3.0130572,,,,,,
AP005329.2,-18.741976,,,,,,
AP005329.3,-0.56031287,,,,,,
AP005357.1,0.0,,,,,,
AP005380.1,0.0,,,,,,
AP005432.2,1.0627764,,,,,,
AP005433.1,0.0,,,,,,
AP005436.1,0.5807526,,,,,,
AP005436.2,0.0,,,,,,
AP005436.3,-15.975145,,,,,,
AP005482.1,-15.941663,,,,,,
AP005482.2,0.0,,,,,,
AP005530.1,19.154293,,,,,,
AP005671.1,0.52335864,,,,,,
AP005717.1,0.08939886,,,,,,
AP005899.1,0.0,,,,,,
AP005901.2,0.0,,,,,,
AP006216.1,-18.632423,,,,,,
AP006216.2,0.0,,,,,,
AP006216.3,0.0,,,,,,
AP006219.1,0.0,,,,,,
AP006284.1,-0.7561967,,,,,,
AP006285.1,0.0,,,,,,
AP006285.2,0.0,,,,,,
AP006287.2,-2.0741374,,,,,,
AP006295.1,0.0,,,,,,
AP006333.1,1.5941159,,,,,,
AP006333.2,-18.043877,,,,,,
AP006437.1,0.0,,,,,,
AP006545.2,18.52325,,,,,,
AP006547.1,0.0,,,,,,
AP006565.1,-15.8472,,,,,,
AP006621.1,-16.772171,,,,,,
AP006621.2,0.0,,,,,,
AP006621.3,-0.5671266,,,,,,
AP006621.4,0.0,,,,,,
AP006623.1,-0.482521,,,,,,
AP006748.1,0.0,,,,,,
AP007216.1,0.0,,,,,,
AP007216.2,18.916473,,,,,,
AP1AR,-0.47925797,,,,,,
AP1B1,0.7862714,,,,1.0957724,,
AP1G1,0.28282464,,,,,,
AP1G2,-0.58111995,,,,,,
AP1M1,0.8057078,,,,,0.6249149,
AP1M2,-0.25985447,,,,,,
AP1S1,0.8937674,1.0576577,1.3642693,,2.2959814,2.4843743,2.56996
AP1S2,-0.856898,,,,,,
AP1S3,1.6984414,,,,,,
AP2A1,0.23566245,,,,0.93892443,,1.0667813
AP2A2,0.7608513,,,,,,
AP2B1,0.28722695,,,,,,
AP2M1,1.1303744,0.9055806,1.1755753,,1.5782775,1.4490167,1.8670236
AP2S1,1.1722497,0.72724247,1.9257449,,2.1408336,1.9559784,2.3561914
AP3B1,1.244393,0.5282179,0.53162545,,0.8576879,0.96252584,1.109866
AP3B2,-20.385168,,,,,,
AP3D1,1.071223,0.43374354,,,1.2574537,0.72513974,1.5177884
AP3M1,0.37590095,,,,,,
AP3M2,0.37559235,,,,,,
AP3S1,0.7433426,0.4721497,0.80799073,,,0.6104997,
AP3S2,0.2142311,,,,,,
AP4B1,0.29325193,,,,,,
AP4B1-AS1,-16.921799,,,,,,
AP4E1,-0.01988696,,,,,,
AP4M1,0.50073975,,,,,,
AP4S1,0.08344188,,,,,,
AP5B1,0.4772999,,,,,,
AP5M1,0.62779546,,,,,,
AP5S1,0.65697706,,,,,,
AP5Z1,0.82287204,,,,,,
APAF1,0.36176902,,,0.38563836,,,
APBA1,-0.3598581,,,,,,
APBA2,3.4134417,,,,,,
APBA3,0.24801193,,,,,,
APBB1,0.24637578,,,,,,
APBB1IP,-4.218395,,,0.939981,1.9478272,,2.2143257
APBB2,0.8096737,,,0.15082204,,,
APBB3,0.14388774,,,0.72210234,,,
APC,0.54347056,,,,,,
APC2,3.4537563,,,,,,
APCDD1,-1.6598966,,,,,,
APCDD1L,2.7168794,3.0249593,,2.145523,,,
APCS,0.0,,,,,,
APEH,0.39122087,,,,1.0798509,,1.096422
APELA,-1.0570585,,,,,,
APEX1,0.29374453,,0.57190204,,0.8196645,0.7090469,0.95580214
APEX2,0.7919815,,,,,,
APH1A,-0.14745228,,0.5460806,,,0.46366346,
APH1B,-0.56673837,,,,,,
API5,0.4850848,,,,,,
APIP,-0.16869402,,,,,,
APLF,-0.51626927,,,,,,
APLN,-3.089702,,,,,,
APLNR,-2.3395047,,,0.26019016,,,
APLP1,0.15684381,,,,,,
APLP2,-0.715478,,,,,,
APMAP,0.23418647,0.84889543,,,1.1804161,0.9537212,1.324344
APOA1,-1.7551475,,,,,,
APOA1-AS,0.0,,,,,,
APOA2,-17.61659,,,,,,
APOA4,-2.898966,,,,,,
APOA5,0.0,,,,,,
APOB,-18.660667,,,,,,
APOBEC1,0.0,,,,,,
APOBEC2,0.0,,,,,,
APOBEC3A,-19.461521,,,,,,
APOBEC3B,-1.1386118,,,,,,
APOBEC3B-AS1,0.0,,,,,,
APOBEC3C,0.046692207,0.59267646,,0.74689907,,,
APOBEC3D,-1.5800864,,,,,,
APOBEC3F,0.48941442,,,,,,
APOBEC3G,-1.7257018,,,,,,
APOBEC3H,-17.00177,,,,,,
APOBEC4,0.0,,,,,,
APOBR,-18.327837,,,,,,
APOC1,-3.1577377,,,,,,
APOC2,-16.628567,,,,,,
APOC3,0.0,,,,,,
APOC4,0.0,,,,,,
APOC4-APOC2,-17.431171,,,,,,
APOD,-6.0140715,,,,,,
APOE,-1.9238973,,0.9121345,,,,
APOF,-16.75084,,,,,,
APOH,0.0,,,,,,
APOL1,-1.7629396,,,,,,
APOL2,0.4022431,0.46610153,,,,1.1050358,
APOL3,-3.2721634,,,,,,
APOL4,-2.6967173,,,,,,
APOL5,-17.811512,,,,,,
APOL6,-1.5941807,,,,,,
APOLD1,1.6237051,,,0.8323881,2.2431839,,2.4535677
APOM,-0.16649088,,,,,,
APOO,1.2285366,,,,,,
APOOL,-0.23229979,,,,,,
APOPT1,0.38033077,27.270912,0.8455203,26.425392,,,
APP,0.6645455,,0.11803326,,,,
APPBP2,0.39791358,,,,,,
APPL1,-0.21660775,,,,,,
APPL2,0.5776124,,,,,,
APRT,0.07169439,,1.4149492,,1.0912635,1.3993249,1.2846369
APTR,-0.5904391,,,,,,
APTX,0.42939472,,,,,,
AQP1,0.487961,,,,,,
AQP10,-2.725904,,,,,,
AQP11,0.2896114,,,,,,
AQP12A,0.0,,,,,,
AQP12B,0.0,,,,,,
AQP2,0.0,,,,,,
AQP3,-0.6108069,,,,,,
AQP4,-17.576845,,,,,,
AQP4-AS1,0.0,,,,,,
AQP5,0.50797105,,,,,,
AQP6,0.0,,,,,,
AQP7,-1.5113096,,,,,,
AQP8,-0.12156268,,,,,,
AQP9,-2.3496673,,,,,,
AQR,-0.08343304,,,,,,
AR,-3.0707088,,,,,,
ARAF,0.28027508,,,,,,
ARAP1,0.4447926,0.4243772,,,,0.6004598,
ARAP1-AS1,0.0,,,,,,
ARAP1-AS2,0.008125445,,,,,,
ARAP2,-1.630656,,,,,,
ARAP3,0.8574281,,,,,,
ARC,-1.9276612,,,1.0635225,,,
ARCN1,1.1026117,0.4645429,0.7999022,,,,
AREG,0.09107674,,,0.39300853,,,
AREL1,0.8847285,,,,,,
ARF1,0.5282228,0.35295022,0.93209267,,0.7739184,0.716599,0.8849088
ARF3,0.5150468,,,,,,
ARF4,0.9033933,1.3423628,0.9354115,0.4069513,,1.044289,0.58681524
ARF4-AS1,-2.5914166,,,1.2497907,,,
ARF5,0.85557014,1.4967295,1.3566438,0.14008562,,1.003714,
ARF6,0.41509137,,,0.35004053,,,
ARFGAP1,2.4648247,1.3460153,1.4494946,,1.2454982,1.7864623,1.7250068
ARFGAP2,0.22082783,,,,,,
ARFGAP3,1.1157694,,0.6750917,,,,
ARFGEF1,0.6393041,,,,,,
ARFGEF2,0.29749712,,,,,,
ARFGEF3,-3.3505611,,,,,,
ARFIP1,0.40086505,0.28692734,,,,,
ARFIP2,1.0829617,,,,1.1267738,1.221846,1.465807
ARFRP1,0.72036296,,,,,1.0031446,
ARG1,0.0,,,,,,
ARG2,-1.974313,,,,,,
ARGFX,0.0,,,,,,
ARGLU1,-0.28160492,,,,,,
ARHGAP1,2.1545925,1.0955794,1.1262202,,1.1398655,2.495198,1.52041
ARHGAP10,-1.2956474,,,,,,
ARHGAP11A,0.6596781,,,,,,
ARHGAP11B,-0.15074162,,,,,,
ARHGAP12,-0.9805341,,,,,,
ARHGAP15,-3.4045844,,,,,,
ARHGAP17,0.52832174,,,,,,
ARHGAP18,-0.8744739,,,,,,
ARHGAP19,-0.4083731,,,,,,
ARHGAP19-SLIT1,0.0,,,,,,
ARHGAP20,-1.7544892,,,0.3867348,,,
ARHGAP21,-0.43719655,,,0.22258009,,,
ARHGAP22,1.3609568,2.4436452,,0.9804894,,,
ARHGAP23,-0.004538433,,,,,,
ARHGAP24,0.473843,0.28635642,,,,,
ARHGAP25,-20.675478,,,,,,
ARHGAP26,-1.4792172,,,,,,
ARHGAP26-AS1,0.0,,,,,,
ARHGAP27,0.25725523,,,,,,
ARHGAP28,3.148809,2.6251426,1.6229919,1.0021507,2.003256,2.9351237,2.6921942
ARHGAP29,-1.6598493,,,,,,
ARHGAP30,-1.8463275,,,,,,
ARHGAP31,1.9599465,,,,,,
ARHGAP31-AS1,-21.03092,,,,,,
ARHGAP32,0.547504,,,,,,
ARHGAP33,-0.19794507,,,,,,
ARHGAP35,0.8698699,,,,,,
ARHGAP36,0.0,,,,,,
ARHGAP39,0.37099153,,,,,,
ARHGAP4,0.4314683,,,,,,
ARHGAP40,19.352087,,,,,,
ARHGAP42,0.51379377,,,,,,
ARHGAP44,-0.69998366,,,,,,
ARHGAP45,0.10643066,,,,,,
ARHGAP5,0.52362573,,,,,,
ARHGAP5-AS1,-0.04223133,,,,,,
ARHGAP6,-3.0891583,,,,,,
ARHGAP8,-0.9584271,,,,,,
ARHGAP9,0.3294848,,,,,,
ARHGDIA,1.1614306,0.2614333,0.9836293,,0.8747641,0.83801514,0.9211524
ARHGDIB,-0.77776843,,,,,,
ARHGDIG,0.79299617,,,,,,
ARHGEF1,0.5120844,,,,,,
ARHGEF10,-0.035069346,,,,,,
ARHGEF10L,-0.56535226,,,,,,
ARHGEF11,-0.064349905,,,,1.1249229,,1.1887064
ARHGEF12,0.7339468,,,,,,
ARHGEF15,2.9828026,,,,,,
ARHGEF16,-19.38178,,,,,,
ARHGEF17,0.55527836,,,,,,
ARHGEF18,-1.9372133,,,,,,
ARHGEF19,3.0700626,2.6576345,,,,2.6915588,
ARHGEF19-AS1,0.0,,,,,,
ARHGEF2,0.75899875,,,,,,
ARHGEF25,0.7013993,,,0.21313344,,,
ARHGEF26,-1.5123539,,,,,,
ARHGEF28,2.3110857,,,,,,
ARHGEF3,-0.21468861,,,0.40868795,,,
ARHGEF3-AS1,0.0,,,,,,
ARHGEF33,-0.8056764,,,,,,
ARHGEF35,-0.44809407,,,,,,
ARHGEF37,-0.7991662,,,,,,
ARHGEF38,0.0,,,,,,
ARHGEF39,-0.23660801,,,,,,
ARHGEF4,0.08205654,,,,,,
ARHGEF40,1.1835595,0.4378989,,,,,
ARHGEF5,0.54536283,,,,,,
ARHGEF6,0.12139175,,,,,,
ARHGEF7,0.7578264,,,0.13153312,,,
ARHGEF7-AS1,0.0,,,,,,
ARHGEF7-AS2,-0.84025323,,,,,,
ARHGEF9,1.4395304,,,,,1.1698453,
ARID1A,0.2459737,,,0.56485015,,,
ARID1B,0.58323133,,,0.25121972,,,
ARID2,-0.18124098,,,,,,
ARID3A,0.26997483,,,,,,
ARID3B,0.6712271,,,,,,
ARID3C,0.0,,,,,,
ARID4A,-0.26298186,,,,,,
ARID4B,-0.37930292,,,,,,
ARID5A,0.11493187,,,,,,
ARID5B,-1.4667245,,,,,,
ARIH1,-0.5771351,,,0.465256,,,
ARIH2,0.046892278,,,,,,
ARIH2OS,-0.3630672,,,,,,
ARL1,0.78454465,0.73934186,1.5401788,,,0.9887768,
ARL10,0.61493295,,,,,,
ARL11,0.0,,,,,,
ARL13A,0.0,,,,,,
ARL13B,-1.4662713,,,,,,
ARL14,-0.5034989,,,,,,
ARL14EP,0.6248071,,,,,0.81224936,
ARL14EPL,-18.542624,,,,,,
ARL15,0.5355387,,,,,,
ARL16,0.17170972,,1.1095619,,,0.65364003,
ARL17A,-0.9117564,,,1.4177353,,,
ARL17B,-1.8915256,,,0.8630803,,,
ARL2,-0.48510516,,1.068576,,,0.585376,
ARL2-SNX15,0.0,,,,,,
ARL2BP,1.0551414,0.85167605,0.9027222,,0.7601056,1.3532119,0.9194319
ARL3,0.546798,,0.8026766,,,0.8113317,
ARL4A,-0.34322998,,,,,,
ARL4C,2.7871182,2.2369578,0.99571913,1.2412387,1.1973807,1.274474,1.5272744
ARL4D,-1.3748165,,,,,,
ARL5A,0.6364003,,,,,,
ARL5B,-1.09618,,,0.7929813,,,
ARL5C,-17.84043,,,,,,
ARL6,-0.7596516,,,,,,
ARL6IP1,-0.9941764,,,,,,
ARL6IP4,0.36050135,,1.0253307,,0.8420932,0.5017832,0.92452085
ARL6IP5,-1.0874251,,,,,,
ARL6IP6,-0.6429047,,,,,,
ARL8A,0.18107861,,,,,,
ARL8B,0.29504928,,,,,,
ARL9,0.91011685,,,,,,
ARMC1,0.507522,,,,,,
ARMC10,0.0929097,,,,,,
ARMC12,-21.015198,,,,,,
ARMC2,0.4945162,,,,,,
ARMC2-AS1,0.0,,,,,,
ARMC3,-18.283943,,,,,,
ARMC4,-1.4466689,,,,,,
ARMC5,-0.35904667,,,,,,
ARMC6,1.6048377,1.3371277,,,1.9509648,2.14062,2.1151974
ARMC7,0.8324828,,,,,,
ARMC8,0.42558652,,,,,,
ARMC9,2.2591338,1.2420528,,0.62889355,1.7967083,2.1173282,2.1284416
ARMCX1,-1.6114484,,,,,,
ARMCX2,0.8425893,1.3105018,,0.5688727,,,
ARMCX3,0.78898174,0.5220048,0.5618623,,,,
ARMCX3-AS1,-20.923119,,,,,,
ARMCX4,0.09539677,,,,,,
ARMCX5,0.7057626,,,,,,
ARMCX6,0.43970674,0.5770002,,,0.74161416,0.6272548,0.90322775
ARMH1,0.1925214,,,,,,
ARMH2,-15.623594,,,,,,
ARMH3,0.74349093,,,,,,
ARMH4,1.9064784,1.7118661,1.5204784,,,1.3653326,1.1915997
ARMS2,2.1066878,,,,,,
ARMT1,-0.009117542,,,,,,
ARNT,-0.31699383,,,0.27887723,,,
ARNT2,1.1252742,,,,,,
ARNTL,0.012164903,,,,,,
ARNTL2,-0.34826812,,,,2.570772,,2.4272087
ARNTL2-AS1,0.0,,,,,,
ARPC1A,0.66279674,0.6480789,1.1737303,,1.7257801,1.4706656,1.9524888
ARPC1B,0.86268526,,1.5303394,,2.646222,2.2936761,3.0083003
ARPC2,1.1081175,0.53139144,1.2065822,,1.2239083,0.91183394,1.4935696
ARPC3,0.90518844,0.7105483,1.5037314,,1.3279123,1.473299,1.5848978
ARPC4,0.9067793,0.5204401,0.7769854,,1.2246214,1.2148415,1.3616685
ARPC4-TTLL3,1.590932,,,,,,
ARPC5,0.8384933,,0.9794414,,0.9660472,0.99648505,1.0712087
ARPC5L,1.1707195,,0.73232687,,1.6403395,,1.7245011
ARPIN,-0.19411479,,,,,,
ARPP19,0.5976823,,,,,,
ARPP21,-0.6725825,,,,,,
ARPP21-AS1,0.0,,,,,,
ARR3,0.0,,,,,,
ARRB1,0.059673544,,,,,,
ARRB2,-1.046582,,,,,,
ARRDC1,0.059587087,,,,,,
ARRDC1-AS1,0.28650388,,,,,,
ARRDC2,-1.1090785,,,,,,
ARRDC3,-1.1002073,,,0.53963566,,,
ARRDC3-AS1,0.92590636,,,,,,
ARRDC4,-0.9002594,,,1.0611731,,,
ARRDC5,-16.466589,,,,,,
ARSA,0.6709528,1.0248828,,0.6907152,1.3051728,1.8803376,1.5424551
ARSB,1.1291795,1.5967562,,0.40642008,,,
ARSD,0.09608635,,,,,,
ARSD-AS1,-18.065945,,,,,,
ARSE,0.6612511,,,2.883636,,,
ARSF,1.833755,,,,,,
ARSG,0.40396646,,,,,,
ARSH,0.0,,,,,,
ARSI,4.530304,,,,3.7717206,3.2963192,4.1163263
ARSJ,0.95771277,,,,,,
ARSK,-0.34571,,,,,,
ART1,0.0,,,,,,
ART3,-1.4825687,,,,,,
ART4,-21.088772,,,,,,
ART5,1.4982309,,,,,,
ARTN,0.22464137,,,,,,
ARV1,1.0724868,0.8239939,,,,1.6413441,1.4477067
ARVCF,-2.5746908,,,,,,
ARX,0.0,,,,,,
AS3MT,-18.049,,,,,,
ASAH1,-0.18532851,,0.20546249,,,,
ASAH2,0.25463712,,,,,,
ASAH2B,1.2530912,,,,,,
ASAP1,0.5968004,0.43518564,0.465051,,0.8975012,,1.0283958
ASAP2,-0.19770335,,,,,,
ASAP3,0.18384527,,,0.22288068,,,
ASB1,0.45502573,,,,,,
ASB10,0.0,,,,,,
ASB11,1.4386286,,,,,,
ASB12,0.0,,,,,,
ASB13,-0.6912852,,,,,,
ASB14,0.0,,,,,,
ASB15,-2.1888478,,,,,,
ASB16,0.0,,,,,,
ASB16-AS1,0.49802804,,,,,,
ASB17,0.0,,,,,,
ASB18,0.0,,,,,,
ASB2,-18.982517,,,,,,
ASB3,-0.6417891,,,,,,
ASB4,-17.931282,,,,,,
ASB5,-16.054005,,,,,,
ASB6,0.42889535,,,,,,
ASB7,0.605383,,,,,,
ASB8,-0.059872262,,,,,0.6545329,
ASB9,0.3973764,,,,,,
ASCC1,0.33947966,,,,,,
ASCC2,0.6249276,,,,,,
ASCC3,1.1932967,,,,0.8116947,,0.9632883
ASCL1,-18.237736,,,,,,
ASCL2,-0.6514138,,,,,,
ASCL3,0.0,,,,,,
ASCL4,18.495087,,,,,,
ASCL5,-0.62115014,,,,,,
ASF1A,-0.27606633,,,,,,
ASF1B,-0.7390505,,,,,,
ASGR1,-1.3042152,,,,,,
ASGR2,-16.09204,,,,,,
ASH1L,-0.08007829,,,,,,
ASH1L-AS1,-0.864295,,,,,,
ASH2L,0.13956839,,,,,,
ASIC1,0.27461517,,,,,,
ASIC2,-1.1313199,,,,,,
ASIC3,0.63598675,,,,,,
ASIC4,0.041126095,,,,,,
ASIC5,17.804146,,,,,,
ASIP,-5.021083,,,,,,
ASL,0.19479683,,,,1.5554768,0.85668176,1.6477939
ASMT,0.7915699,,,,,,
ASMTL,0.35137305,,,,,,
ASMTL-AS1,1.3417794,,,,,,
ASNA1,0.3008922,26.847446,0.7149908,26.132456,,,
ASNS,-0.31157604,,,1.6932878,,,
ASNSD1,0.26640272,0.6565143,,0.35244295,,,
ASPA,-3.448111,,,,,,
ASPDH,0.0,,,,,,
ASPG,-18.140911,,,,,,
ASPH,-0.086785465,,0.21830857,,,,
ASPHD1,4.711569,,,,,,
ASPHD2,1.2089813,,,,,,
ASPM,1.1136658,,,,,,
ASPN,5.870217,5.407273,3.901681,1.5055919,,5.1436605,2.3126147
ASPRV1,0.06663604,,,,,,
ASPSCR1,1.1554747,0.6921922,,,1.1079664,1.1722662,1.3297497
ASRGL1,-0.5236855,,,,,,
ASS1,1.9461694,1.3946403,1.3646418,,1.1478715,,1.5076562
ASTE1,-0.42235824,,,,,,
ASTL,0.0,,,,,,
ASTN1,-0.7770624,,,,,,
ASTN2,0.5108438,,,,,,
ASTN2-AS1,0.0,,,,,,
ASXL1,-0.5333994,,,,,,
ASXL2,-0.14180705,,,,,,
ASXL3,1.1414022,,,,,,
ASZ1,0.0,,,,,,
ATAD1,0.030304344,,,,,,
ATAD2,-0.78443384,,,,,,
ATAD2B,0.1402717,,,,,,
ATAD3A,1.6493828,,,,3.0892942,,3.1720667
ATAD3B,1.6026807,,,,1.8376938,,1.8121886
ATAD3C,0.07016343,,,,,,
ATAD5,-0.41073483,,,,,,
ATAT1,0.20533249,,,,,,
ATCAY,-18.490147,,,,,,
ATE1,-0.15856095,,,,,,
ATF1,-0.5683861,,,0.39379868,,,
ATF2,0.012187744,,,0.44647172,,,
ATF3,-1.8009833,,,0.35063025,,,
ATF4,-0.18185684,0.10024488,,0.36178836,,,
ATF5,-0.39258072,,,,,,
ATF6,-0.3524932,,,,,,
ATF6B,0.030135712,,,,,,
ATF7,0.06787036,,,,,,
ATF7IP,0.7745371,,,0.23414622,,,
ATF7IP2,-1.4664236,,,,,,
ATG10,0.5087235,,,,,,
ATG10-AS1,0.0,,,,,,
ATG101,0.28515625,,0.71987545,,,,
ATG12,0.3458039,,,,,,
ATG13,1.0498338,,,,0.94260836,1.0392711,1.1815397
