gene,score,logfc,pval,padj,pct_grp,pct_ref,delta_pct
BID,27.147608,1.6365547,2.7021921616217843e-162,9.85062082822284e-161,0.7889390519187359,0.23466542750929367,0.5542736244094423
TUBB6,27.135572,1.3049856,3.747634975470958e-162,1.3648103492759906e-160,0.9548532731376975,0.6068773234200744,0.34797594971762313
YARS1,27.107344,1.4610631,8.067192022653614e-162,2.932067805651661e-160,0.8538374717832957,0.30715613382899626,0.5466813379542994
EIF2S2,27.101086,1.0533125,9.56053739475095e-162,3.4713856016655234e-160,0.9836343115124153,0.7197955390334573,0.26383877247895804
STT3A,27.083445,1.6505363,1.542838281319679e-161,5.5908793164653714e-160,0.7466139954853274,0.18773234200743494,0.5588816534778924
BRD7,27.066895,1.4908246,2.416528224044363e-161,8.74826241345437e-160,0.8081264108352144,0.2337360594795539,0.5743903513556605
SLIRP,27.0505,1.13431,3.7680141176803955e-161,1.3613950316594518e-159,0.9655756207674944,0.6603159851301115,0.3052596356373829
ANXA2,27.04917,0.62028843,3.906318329062467e-161,1.4099728880047956e-159,0.9960496613995485,0.9962825278810409,-0.00023286648149234423
MRPL47,27.034502,1.3659657,5.8110691878809426e-161,2.0954200224280048e-159,0.9085778781038375,0.379182156133829,0.5293957219700085
TXN2,27.000368,1.3034291,1.4632324470027515e-160,5.26591028124884e-159,0.9283295711060948,0.42146840148698883,0.506861169619106
CLPTM1L,26.992992,1.5525473,1.7861279239329746e-160,6.421638704906372e-159,0.7827313769751693,0.20678438661710039,0.5759469903580688
MYL6B,26.978142,1.3033639,2.6681053422399373e-160,9.583185036897125e-159,0.9255079006772009,0.4149628252788104,0.5105450753983904
SLC35D2,26.974106,2.184933,2.9753560440742556e-160,1.0676277569913505e-158,0.6207674943566591,0.08736059479553904,0.5334068995611201
NMI,26.97061,1.5824429,3.2700751919289285e-160,1.1722306760489597e-158,0.7573363431151241,0.19191449814126393,0.5654218449738602
PPIC,26.969944,1.121932,3.3293720885921063e-160,1.192319162842183e-158,0.9768623024830699,0.729089219330855,0.2477730831522149
HDDC2,26.954498,1.3892188,5.0521311685556383e-160,1.8075073388967387e-158,0.886568848758465,0.3299256505576208,0.5566431982008442
