gene,k_mean,n_mean,delta,log_ratio,specificity,cohens_d,zsum,borda_rank
OR2T8,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
OR2V2,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
OR2W3,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
OR2Z1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
OR4C3,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
OR4D10,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
OR4E2,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
OR4F6,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
OR4K17,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
OR4K2,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
OR4N2,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
OR4P4,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
OR51I2,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
OR51L1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
OR52A5,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
OR6C2,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
PRPS1L1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
PASD1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
PATE2,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
PNPLA5,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
POC1B-GALNT4,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
POM121L2,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
POTEB2,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
POTEB3,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
POTED,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
POTEF,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
PNMA8C,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
POTEG,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
POTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
POU1F1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
POU4F1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
POU6F2-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
POU6F2-AS2,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
PPEF1-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
PPIAL4A,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
POTEH,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
PPIAL4D,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
PNMA6F,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
PNMA5,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
PLCZ1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
STXBP5L,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
PLET1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
PLPPR1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
STX16-NPEPL1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
PLS1-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
PLSCR5,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
PNMA6E,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
PLUT,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
STPG3-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
STPG3,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
STPG2-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
PMF1-BGLAP,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
STON1-GTF2A1L,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
PNLIP,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
PNLIPRP1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
STRA8,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
PPP1R14D,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
PPP1R17,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
PPP1R3A,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
ST5,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
PRICKLE2-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
PRICKLE2-AS2,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
PRKCA-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
ST20-MTHFS,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
PRKX-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
PRLH,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
PRH2,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
PRNT,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
PRODH2,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
SSX5,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
PROKR1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
PROKR2,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
PRORY,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
SSX3,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
PROZ,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
SSX7,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
PRDM9,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
PRDM14,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
PRDM13,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
STAP1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
PPP5D1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
PPT2-EGFL8,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
PQLC1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
PQLC2,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
PQLC2L,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
PQLC3,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
PRAC1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
PRAC2,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
ST8SIA3,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
PRAMEF15,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
PRAMEF20,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
PRAMEF6,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
PRB1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
PRB2,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
PRB3,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
PRB4,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
PLCL2-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
PATE1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
PLCH1-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
PLCE1-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
TAB2-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
PCSK6-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
PCYT1B-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
PDC,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
PDCD1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
PDCL2,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
TAAR6,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
PCP2,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
TAAR2,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
PDHA2,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
SYT4,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
PDILT,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
SYT13,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
SYT10,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
PDX1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
PDYN,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
SYTL5,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
PDYN-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
TAB3-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
PCDHAC1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
PATE3,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
PATE4,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
PAX4,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
PAX5,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
PAX7,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
PAXIP1-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
TAF1L,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
TACR3,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
PCAT14,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
PCAT5,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
PCCA-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
PCDH9-AS2,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
PCDH9-AS3,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
PCDH9-AS4,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
PCDHA11,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
PCDHA8,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
PCAT4,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
SYS1-DBNDD2,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
SYNPR-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
SYNPR,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
PIK3CD-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
PIK3IP1-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
PINCR,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
SUN5,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
PIRT,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
PITPNM2-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
SUN3,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
PIH1D3,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
PIWIL3,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
PKNOX2-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
PLA2G16,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
SULT2A1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
PLA2G2C,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
PLA2G4C-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
SULT1C3,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
PLCB2-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
SULT6B1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
PI3,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
PHOX2B,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
PHKA2-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
PEX5L-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
PEX5L-AS2,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
PF4,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
SYNJ2BP-COX16,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
PFKFB1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
SYNGR4,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
PFN3,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
PGK2,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
PGLYRP1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
PGLYRP2,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
PGLYRP4,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
PGM5P2,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
SYCP1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
SYCN,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
PHEX-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
PHGR1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
PHKA1-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
PLCE1-AS2,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
GVQW2,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
LINC02159,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
LINC02151,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
KCNQ5-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
KCNT1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
KCNU1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
KCNV1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
KDELC1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
KDELC2,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
TRGV1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
KCNQ5,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
TREX1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
TREML4,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
TREML2,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
TREML1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
TRDV2,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
KF456478.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
TRDV1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
KIAA0141,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
TRERNA1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
KIAA0319,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
TRGV2,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
TRGV3,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
KCNE1B,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
TRHR,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
KCNG4,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
KCNH6,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
KCNH7,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
KCNJ11,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
KCNJ18,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
KCNQ1DN,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
TRGV9,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
KCNK13,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
KCNK16,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
KCNK18,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
TRGV6,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
TRGV5P,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
KCNMA1-AS2,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
TRGV4,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
KCNJ4,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
KCND3-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
KIAA0355,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
KIAA0391,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
TRBV7-3,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
TRBV6-6,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
TRBV6-1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
KIR2DL1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
KIR2DL3,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
KIR2DL4,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
KIR3DL1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
TRBV7-6,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
KIR3DL2,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
KIRREL2,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
TRBV5-7,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
KIRREL3-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
KIRREL3-AS2,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
KIRREL3-AS3,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
KLF1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
KLHDC7A,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
KIR3DX1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
KIAA0368,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
KIF1BP,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
TRBV9,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
KIAA0556,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
TRBVB,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
KIAA0907,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
KIAA1024,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
KIAA1024L,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
KIAA1147,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
KIAA1161,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
TRBV7-7,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
KIAA1211,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
KIAA1257,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
KIAA1324,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
KIAA1324L,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
KIAA1456,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
KIAA1468,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
KIAA1524,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
KIAA1551,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
KIAA1211L,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
KCNC2,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
TRIM10,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
KCNAB1-AS2,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
IL9R,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
ILDR1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
TRPC7-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
TRPC7,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
TRPC5OS,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
IMPAD1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
INHBC,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
IL9,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
INMT-MINDY4,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
INS-IGF2,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
INSL4,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
INSL5,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
TROVE2,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
IQCA1-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
IQCA1L,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
IQCF1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
INO80B-WBP1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
IQCF2,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
TRPC7-AS2,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
TRPM2-AS,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
IGLVI-70,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
IGLVIVOR22-1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
IGSF11-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
IGSF23,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
IL17A,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
IL17F,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
IL1F10,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
IL5,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
IL20RB-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
IL21-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
IL22,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
IL3,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
TRPV5,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
IL36A,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
IL36B,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
IL37,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
IL21,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
IQCF3,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
IQCF5,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
IQCM,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
IZUMO1R,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
IZUMO2,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
IZUMO3,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
TRIM43,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
JAKMIP2-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
TRIM42,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
TRIM40,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
TRIM49,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
TRIM39-RPP21,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
TRIM31-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
JRKL-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
KARS,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
TRIM16L,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
KC6,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
KC877392.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
KCNAB1-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
JMJD7-PLA2G4B,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
ITLN2,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
ITLN1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
ITIH6,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
TRIML1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
TRIM77,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
IRGC,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
TRIM74,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
ISPD,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
ISPD-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
ISX,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
ISY1-RAB43,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
TRIM6-TRIM34,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
ITGAD,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
TRIM55,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
TRIM50,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
TRIM49C,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
ITGB5-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
TRIM49B,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
ITIH2,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
ITIH4-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
KLHDC8A,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
KLHL1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
TRBV5-6,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
TRBV5-3,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
LGALS13,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
LGALS16,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
TRAV4,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
TRAV39,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
LGSN,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
LHFPL1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
